1997-028F,1997,1997-006G,1997,1997-006A,1997
1997-028G,1997,1997-015D,1997,1997-006B,1997
1997-070J,1997,1997-017B,1997,1997-006C,1997
1998-067SK,1998,1997-022D,1997,1997-006D,1997
1998-067TP,1998,1997-026D,1997,1997-006E,1997
2002-036D,2002,1997-028C,1997,1997-006F,1997
2002-036E,2002,1997-041D,1997,1997-015A,1997
2002-037BW,2002,1997-046D,1997,1997-017A,1997
2002-037G,2002,1997-052C,1997,1997-022A,1997
2002-037H,2002,1997-070D,1997,1997-028A,1997
2002-058G,2002,1997-070E,1997,1997-041A,1997
2002-062C,2002,1997-070F,1997,1997-052A,1997
2003-024B,2003,1997-076D,1997,1997-054A,1997
2003-037D,2003,1998-025D,1998,1997-070A,1997
2003-037E,2003,1998-028D,1998,1998-025A,1998
2003-037F,2003,1998-036G,1998,1998-027A,1998
2003-056E,2003,1998-043G,1998,1998-036A,1998
2004-008B,2004,1998-045B,1998,1998-036B,1998
2004-022B,2004,1998-050D,1998,1998-036C,1998
2004-025J,2004,1998-065D,1998,1998-036D,1998
2004-031C,2004,1998-072C,1998,1998-036E,1998
2004-041C,2004,1998-076B,1998,1998-036F,1998
2005-003C,2005,1998-077F,1998,1998-043A,1998
2005-019C,2005,1999-005D,1999,1998-045A,1998
2005-031D,2005,1999-010D,1999,1998-054A,1998
2005-031E,2005,1999-013D,1999,1998-068A,1998
2005-036C,2005,1999-021C,1999,1998-072A,1998
2005-050H,2005,1999-027D,1999,1998-076A,1998
2005-052C,2005,1999-033D,1999,1998-077A,1998
2006-006AA,2006,1999-036D,1999,1998-077B,1998
2006-006C,2006,1999-039B,1999,1998-077C,1998
2006-006CA,2006,1999-045B,1999,1999-010A,1999
2006-006D,2006,1999-047E,1999,1999-036A,1999
2006-006F,2006,1999-053D,1999,1999-039A,1999
2006-006G,2006,1999-073D,1999,1999-045A,1999
2006-006H,2006,2000-006B,2000,1999-047A,1999
2006-006J,2006,2000-011B,2000,1999-047B,1999
2006-006K,2006,2000-013D,2000,1999-073A,1999
2006-006M,2006,2000-019D,2000,2000-006A,2000
2006-006N,2006,2000-029B,2000,2000-009A,2000
